charge_code,severity,class,short_desc,mshp_code,ncic_code,statute,long_desc,osca_type,sevclass_value,ncic_category,legacy,OLD_category,OLD_ncic,dv
214.410-001Y202026,F,E,"WILLFUL VIOLATE 214.320, .330, .335, .340, .360, .385 OR .387 RE ENDOW CARE FUND",FELFRD,26,214410,"WILLFUL VIOLATION OF SEC'S 214.320, .330, .335, .340, .360, .385 OR .387 RE ENDOWED CARE FUND BY CEMETARY OPERATOR",F,5,FRAUD,FALSE,Fraud,26,
214.410-002Y199426,M,U,VIOL ENDOWED CARE FUND-CEM OPR,MISFRD,26,214410,WILLFULLY VIOLATE PROVISIONS OF SECTION 214.270-.410 REGARDING ENDOWED CARE FUND BY CEMETERY OPERATOR,M,11,FRAUD,FALSE,Fraud,26,
214.410-002Y202026,M,U,VIOL ENDOWED CARE FUND-CEM OPR,MISFRD,26,214410,WILLFULLY VIOLATE PROVISIONS OF SECTION 214.270-.410 REGARDING ENDOWED CARE FUND BY CEMETERY OPERATOR,M,11,FRAUD,FALSE,Fraud,26,
214.455-001N199029,M,A,DEFACING NATIVE CEMETERY,MISDMG,29,214455,DEFACING NATIVE AMERICAN CEMETERY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-001Y201529,M,A,DEFACING NATIVE CEMETERY,MISDMG,29,214455,DEFACING NATIVE AMERICAN CEMETERY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-001Y201729,M,A,DEFACE NATIVE AMERICAN CEMETRY,MISDMG,29,214455,DEFACING NATIVE AMERICAN CEMETERY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-001Y202029,M,A,DEFACE NATIVE AMERICAN CEMETRY,MISDMG,29,214455,DEFACING NATIVE AMERICAN CEMETERY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-002Y199029,M,A,DESTROY OR DEFACE CEMETERY PROPERTY,MISDMG,29,214455,DESTROY OR DEFACE CEMETERY PROPERTY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-002Y201729,M,A,DESTROY/DEFACE CEMETRY PROPRTY,MISDMG,29,214455,DESTROY OR DEFACE CEMETERY PROPERTY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
214.455-002Y202029,M,A,DESTROY/DEFACE CEMETRY PROPRTY,MISDMG,29,214455,DESTROY OR DEFACE CEMETERY PROPERTY,M,7,DAMAGE PROPERTY,FALSE,Property Damage,29,
217.075-001N199526,M,A,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY DOC,MISFRD,26,217075,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,M,7,FRAUD,FALSE,Fraud,26,
217.075-001Y201526,M,A,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY DOC,MISFRD,26,217075,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,M,7,FRAUD,FALSE,Fraud,26,
217.075-001Y201726,M,A,VIO REG ESTAB FOR REC BY DOC,MISFRD,26,217075,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,M,7,FRAUD,FALSE,Fraud,26,
217.075-001Y202026,M,A,VIO REG ESTAB FOR REC BY DOC,MISFRD,26,217075,VIOLATION OF REGULATIONS ESTABLISHED FOR RECORDS MAINTAINED BY THE DEPARTMENT OF CORRECTIONS,M,7,FRAUD,FALSE,Fraud,26,
217.120-001Y199551,F,B,DOC EMP REC ANYTHING-PROC PAROLE,FELBRI,51,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE DIRECTLY/INDIRECTLY RECEIVE ANYTHING OF VALUE FOR PROCURING/ATTEMPT/ASSIST TO PROCURE THE PARDON OR PAROLE OF OFFENDER,F,2,BRIBERY,FALSE,Bribery,51,
217.120-001Y202051,F,B,DOC EMP REC ANYTHING-PROC PAROLE,FELBRI,51,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE DIRECTLY/INDIRECTLY RECEIVE ANYTHING OF VALUE FOR PROCURING/ATTEMPT/ASSIST TO PROCURE THE PARDON OR PAROLE OF OFFENDER,F,2,BRIBERY,FALSE,Bribery,51,
217.120-002Y198951,M,A,DOC EMP REC ANYTHING-NOT AUTHORIZED,MISBRI,51,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE RECEIVES ANY SERVICES/LEGAL TENDER/ARTICLE OF VALUE NOT AUTHORIZED BY THE DEPARTMENT,M,7,BRIBERY,FALSE,Bribery,51,
217.120-002Y201751,M,A,DOC EMP-UNAUTHRZD REC OF VALUE,MISBRI,51,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE RECEIVES ANY SERVICES/LEGAL TENDER/ARTICLE OF VALUE NOT AUTHORIZED BY THE DEPARTMENT,M,7,BRIBERY,FALSE,Bribery,51,
217.120-002Y202051,M,A,DOC EMP-UNAUTHRZD REC OF VALUE,MISBRI,51,217120,DEPARTMENT OF CORRECTIONS EMPLOYEE RECEIVES ANY SERVICES/LEGAL TENDER/ARTICLE OF VALUE NOT AUTHORIZED BY THE DEPARTMENT,M,7,BRIBERY,FALSE,Bribery,51,
217.120-998Y199750,M,A,DOC EMPL REC ANYTHING UNAUTHORIZED,MISJUD,50,217120,"""EMPLOYEE OF DEPT OF CORRECTIONS RECEIVES ANY SERVICES, LEGAL TENDER OR ARTICLE OF VALUE NOT AUTHORIZED BY THE DEPARTMENT""",,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.120-999Y199751,F,B,DOC EMP RECV ITEM-PROCURE PRDN/PAR,FELJUD,51,217120,"""DEPT OF CORRECTIONS EMPLOYEE, DIRECTLY/INDIRECTLY RECEIVE ANYTHING OF VALUE FOR PROCURING, ATTEMPT/ASSIST TO PROCURE, THE PARDON/PAROLE OF ANY OFFENDER""",,2,BRIBERY,FALSE,Bribery,51,
217.275-001Y199550,M,A,PRSN CARY LTRS/OBJ W/O AUTHRZN,,50,217275,NON-DESIGNATED PERSON DELIVER OR CARRY WRITINGS/LETTERS/OBJECTS TO OR FROM OFFENDER,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.360-001Y200352,F,B,"DEL/POSS WEAPON-CORR FAC, CITY/COUNTY JAIL,PRIV PRSN/JAIL",FELWEA,52,217360,"DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT/CONCEAL GUN/KNIFE/WEAPON/OTHER AT CORRECTIONAL FACILITY, CITY/COUNTY JAIL OR PRIVATE PRISON/JAIL",F,2,WEAPONS,FALSE,Weapons,52,
217.360-002Y200335,F,C,"DEL/POSS CONTR SUBS-CORR FAC, CITY/COUNTY JAIL, PRIV JAIL",FELDRG,35,217360,"DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT/CONCEAL CONTROLLED SUBSTANCE AT CORRECTIONAL FACILITY, CITY/COUNTY JAIL OR PRIVATE PRISON/JAIL",F,3,DANGEROUS DRUGS,FALSE,Drugs,35,
217.360-003Y200341,F,D,"DEL/ ATTEMPT TO DEL/POSSESS INTOX LIQUOR TO CORR FACI, CITY/COUNTY JAIL, PR JAIL",FELLIQ,41,217360,"DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT/CONCEAL ALKALOID OF CONTROLLED SUBSTANCE OR INTOXICATING LIQUOR AT CORRECTIONAL FACILITY, CITY/COUNTY JAIL OR PRIVATE PRISON/JAIL",F,4,LIQUOR LAWS,FALSE,Liquor Laws,41,
217.360-004Y200355,M,A,"DEL/POSS ITEM PROHIBITED-CORR FAC, CITY/COUNTY JAIL",MISHLT,55,217360,"DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT ITEM PROHIBITED AT CORRECTIONAL FACILITY, CITY/COUNTY JAIL OR PRIVATE PRISON/JAIL",M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
217.360-995Y198555,M,A,PROHIBIT ITEMS CORR FAC,MISHLT,55,217360,POSS OF /RECEIVE ITEMS WHICH A PRISONERIS PROHIBITED ON PREMISES OF A CORR FAC,,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
217.360-996Y198641,F,D,ALKALOID/LIQ CORR FAC,FELLIQ,41,217360,"""POSSESS ALKALOID, SPIRITOUS OR MALT LIQUOR ON PREMISES OF CORR FACILITY""",,4,LIQUOR LAWS,FALSE,Liquor Laws,41,
217.360-997Y197535,F,D,POSSESS ALC-CORRECT FAC,FELDRG,35,217360,"""POSSESS ALKALOID OF ANY KIND, SPIRITOUS, OR MALT LIQUOR ON CORRECTIONAL FACILITY""",,4,DANGEROUS DRUGS,FALSE,Drugs,35,
217.360-998Y198235,F,C,CONTROL SUB/CORRECT FAC,FELDRG,35,217360,POSSESS CONTROLLED SUBSTANCE UNLESS AUTH ON PREMISES OF A CORRECTIONAL FACILITY,,3,DANGEROUS DRUGS,FALSE,Drugs,35,
217.360-999Y198252,F,B,WEAPON ON CORRECT FAC,FELWEA,52,217360,"""GUN, KNIFE, WEAPON OR OTHER ARTICLE THAT MAY BE USED TO ENDANGER LIFE ON CORR FAC""",,2,WEAPONS,FALSE,Weapons,52,
217.385-001Y199513,F,B,VIOL EMP DOC TO INMATE,FELAST,13,217385,VIOLENCE TO AN EMPLOYEE OF DEPARTMENT OF CORRECTIONS OR TO AN INMATE BY AN INMATE,F,2,ASSAULT,FALSE,Assault,13,
217.385-001Y202013,F,B,VIOL EMP DOC TO INMATE,FELAST,13,217385,VIOLENCE TO AN EMPLOYEE OF DEPARTMENT OF CORRECTIONS OR TO AN INMATE BY AN INMATE,F,2,ASSAULT,FALSE,Assault,13,
217.385-002Y199529,F,C,DMG DOC BLDG-PROP BY INM,FELDMG,29,217385,DAMAGE TO DEPARTMENT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,F,3,DAMAGE PROPERTY,FALSE,Property Damage,29,
217.385-002Y201729,F,D,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,FELDMG,29,217385,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,F,4,DAMAGE PROPERTY,FALSE,Property Damage,29,
217.385-002Y202029,F,D,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,FELDMG,29,217385,DAMAGE TO DEPT OF CORRECTIONS BUILDING OR PROPERTY BY AN INMATE,F,4,DAMAGE PROPERTY,FALSE,Property Damage,29,
217.385-999Y197513,F,C,VIOLENCE/INJ BY INMATE,FELAST,13,217385,VIOLENCE OR INJURY TO PERSONS OR PROPERTY BY AN INMATE,,3,ASSAULT,FALSE,Assault,13,
217.400-001Y199555,F,D,UNFIT FOOD TO/FOR OFFENDERS,FELHLT,55,217400,"KNOWINGLY FURNISH, DELIVER, RECEIVE OR CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDER/S",F,4,HEALTH AND SAFETY,FALSE,Health Violation,55,
217.400-001Y201755,F,E,"KNOWING FURNISH, DELIVER, RECEIVE, CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDER",FELHLT,55,217400,"KNOWINGLY FURNISH, DELIVER, RECEIVE OR CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDERS",F,5,HEALTH AND SAFETY,FALSE,Health Violation,55,
217.400-001Y202055,F,E,"KNOWING FURNISH, DELIVER, RECEIVE, CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDER",FELHLT,55,217400,"KNOWINGLY FURNISH, DELIVER, RECEIVE OR CONSENT TO RECEIVE UNFIT FOOD TO/FOR OFFENDERS",F,5,HEALTH AND SAFETY,FALSE,Health Violation,55,
217.405-001Y198913,F,C,OFNDR ABUSE-BY DOC EMPL,FELAST,13,217405,OFFENDER ABUSE BY AN EMPLOYEE OF DEPARTMENT OF CORRECTIONS,F,3,ASSAULT,FALSE,Assault,13,
217.405-001Y201713,F,D,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,FELAST,13,217405,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,F,4,ASSAULT,FALSE,Assault,13,
217.405-001Y202013,F,D,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,FELAST,13,217405,OFFENDER ABUSE BY AN EMPLOYEE OF DEPT OF CORRECTIONS,F,4,ASSAULT,FALSE,Assault,13,
217.410-001Y199573,M,A,DOC EMP FAIL RPT ABSE OF OFNDR,,73,217410,DOC EMPLOYEE FAIL TO IMMEDIATELY REPORT ABUSE OF OFFENDER,M,7,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
217.542-001Y200549,F,D,FAIL TO RETURN TO HOUSE ARREST,FELESC,49,217542,FAIL TO RETURN TO HOUSE ARREST,F,4,FLIGHT / ESCAPE,FALSE,Escape,49,
217.542-001Y201749,F,E,FAIL TO RETURN TO HOUSE ARREST,FELESC,49,217542,FAIL TO RETURN TO HOUSE ARREST,F,5,FLIGHT / ESCAPE,FALSE,Escape,49,
217.542-001Y202049,F,E,FAIL TO RETURN TO HOUSE ARREST,FELESC,49,217542,FAIL TO RETURN TO HOUSE ARREST,F,5,FLIGHT / ESCAPE,FALSE,Escape,49,
217.542-999Y199150,F,D,FAIL RETURN HOUSE ARREST,FELJUD,50,217542,FAILURE TO RETURN TO HOUSE ARREST,,4,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.543-001Y200549,F,D,ESCAPE/HOUSE ARREST-ST LOUIS CITY,FELESC,49,217543,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,F,4,FLIGHT / ESCAPE,FALSE,Escape,49,
217.543-001Y201749,F,E,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,FELESC,49,217543,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,F,5,FLIGHT / ESCAPE,FALSE,Escape,49,
217.543-001Y202049,F,E,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,FELESC,49,217543,ESCAPE FROM CUSTODY/HOUSE ARREST - ST. LOUIS CITY,F,5,FLIGHT / ESCAPE,FALSE,Escape,49,
217.543-999Y199150,F,D,ESC CUSTODY/HOUSE ARST-ST LOU CITY,FELJUD,50,217543,ESCAPE FROM CUSTODY/HOUSE ARREST-ST LOUIS CITY,,4,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.692-001Y200750,F,C,PERJURY TO PROB & PAROLE BRD,FELJUD,50,217692,PERJURY TO PROBATION AND PAROLE BOARD,F,3,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.692-001Y201750,F,D,PERJURY TO PROBATION AND PAROLE BOARD,FELJUD,50,217692,PERJURY TO PROBATION AND PAROLE BOARD,F,4,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.692-001Y202050,F,D,PERJURY TO PROBATION AND PAROLE BOARD,FELJUD,50,217692,PERJURY TO PROBATION AND PAROLE BOARD,F,4,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.720-001Y198950,F,U,PAROLE VIOLATION,FELJUD,50,217720,PAROLE VIOLATION (FOR LAW ENFORCEMENT PURPOSES ONLY),F,6,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.720-001Y202050,F,U,PAROLE VIOLATION,FELJUD,50,217720,PAROLE VIOLATION (FOR LAW ENFORCEMENT PURPOSES ONLY),F,6,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.720-002Y198950,M,A,PROB/PAROLE VIOLATION,MISJUD,50,217720,PROBATION/PAROLE VIOLATION,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.720-002Y201750,M,A,PROBATION/PAROLE VIOLATION,MISJUD,50,217720,PROBATION/PAROLE VIOLATION,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.720-002Y202050,M,A,PROBATION/PAROLE VIOLATION,MISJUD,50,217720,PROBATION/PAROLE VIOLATION,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
217.775-999Y198749,F,D,FAIL RTN HOUSE ARRST PGM,FELESC,49,217775,INMATE FAILURE TO RETURN TO HOUSE ARREST PROGRAM,,4,FLIGHT / ESCAPE,FALSE,Escape,49,
217.850-001Y202073,F,B,USE UNMD ARCFT-CRL CNT-WPN/ITM,,73,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - DELIVER WEAPON/PROHIBITED ITEM,F,2,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
217.850-002Y202049,F,C,USE UNMD ARCFT-CRL CNT-ESCAPE,,49,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - FACILITATE ESCAPE,F,3,FLIGHT / ESCAPE,FALSE,Escape,49,
217.850-003Y202035,F,D,USE UNMD ARCFT-CRL CNT-CNT SUB,,35,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER - DELIVER CONTROLLED SUBSTANCE,F,4,DANGEROUS DRUGS,FALSE,Drugs,35,
217.850-004Y202073,I,,UNLWFL USE UNMD ARCFT-CRL CNT,,73,217850,UNLAWFUL USE OF UNMANNED AIRCRAFT OVER CORRECTIONAL CENTER,IN,12,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
219.061-001N197549,M,U,AID CHILD RUNAWAY FROM DYSI,MISOFC,49,219061,PERMIT/AID A CHILD TO RUN AWAY FROM A DIVISION OF YOUTH SERVICES INSTITUTION OR CONCEAL/HARBOR A CHILD IN ORDER TO ELUDE PURSUIT,M,11,FLIGHT / ESCAPE,FALSE,Escape,49,
221.040-001N197950,M,U,SHF/JLR REFUS REC PRISNR FRM OFFICER,MISJUD,50,221040,SHERIFF/JAILER REFUSE TO RECEIVE PRISONER FROM OTHER OFFICER/CONSTABLE,M,11,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
221.040-001N202050,M,U,SHF/JLR REFUS REC PRISNR FRM OFFICER,MISJUD,50,221040,SHERIFF/JAILER REFUSE TO RECEIVE PRISONER FROM OTHER OFFICER/CONSTABLE,M,11,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
221.111-001Y198652,F,B,DELIVER OR POSSESS WEAPON AT COUNTY/PRIVATE JAIL/CORR CNTR,FELWEA,52,221111,DELIVERY OR POSSESSION OF WEAPON AT COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER,F,2,WEAPONS,FALSE,Weapons,52,
221.111-001Y202052,F,B,DELIVER OR POSSESS WEAPON AT COUNTY/PRIVATE JAIL/CORR CNTR,FELWEA,52,221111,DELIVERY OR POSSESSION OF WEAPON AT COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER,F,2,WEAPONS,FALSE,Weapons,52,
221.111-002Y198635,F,C,CONT SUB CO/PRIV JAIL W/O PRESCRPT,FELDRG,35,221111,DELIVERY OR POSSESSION OF A CONTROLLED SUBSTANCE AT COUNTY/PRIVATE JAIL EXCEPT WITH A WRITTEN PRESCRIPTION,F,3,DANGEROUS DRUGS,FALSE,Drugs,35,
221.111-002Y201735,F,D,DELIVER/POSSESS CONTROL SUBSTANCE AT CO/PRIVATE JAIL/CORR CTR EXCEPT W/ PRESCRIP,FELDRG,35,221111,DELIVERY OR POSSESSION OF A CONTROLLED SUSTANCE AT COUNTY/PRIVATE JAIL/CORR CNTR EXCEPT WITH PRESCRIPTION,F,4,DANGEROUS DRUGS,FALSE,Drugs,35,
221.111-002Y202035,F,D,DELIVER/POSSESS CONTROL SUBSTANCE AT CO/PRIVATE JAIL/CORR CTR EXCEPT W/ PRESCRIP,FELDRG,35,221111,DELIVERY OR POSSESSION OF A CONTROLLED SUBSTANCE AT COUNTY/PRIVATE JAIL/CORR CNTR EXCEPT WITH PRESCRIPTION,F,4,DANGEROUS DRUGS,FALSE,Drugs,35,
221.111-003Y198641,F,D,DEL/POSS ALKALOID/LIQ CO/PRIV JAIL,FELLIQ,41,221111,DELIVERY OR POSSESSION OF ALCOHOL OR SPIRITUOUS OR MALT LIQUOR AT A COUNTY/PRIVATE JAIL OR CORRECTIONAL FACILITY,F,4,LIQUOR LAWS,FALSE,Liquor Laws,41,
221.111-003Y201741,F,E,DELIVER/POSSESS ALCOHOL/SPIRIT/MALT LIQUOR AT COUNTY/PRIVATE JAIL/CORRECTION FAC,FELLIQ,41,221111,DELIVERY OR POSSESSION OF ALCOHOL OR SPIRITUOUS OR MALT LIQUOR AT A COUNTY/PRIVATE JAIL OR CORRECTIONAL FACILITY,F,5,LIQUOR LAWS,FALSE,Liquor Laws,41,
221.111-003Y202041,F,E,DELIVER/POSSESS ALCOHOL/SPIRIT/MALT LIQUOR AT COUNTY/PRIVATE JAIL/CORRECTION FAC,FELLIQ,41,221111,DELIVERY OR POSSESSION OF ALCOHOL OR SPIRITUOUS OR MALT LIQUOR AT A COUNTY/PRIVATE JAIL OR CORRECTIONAL FACILITY,F,5,LIQUOR LAWS,FALSE,Liquor Laws,41,
221.111-004Y198655,M,A,DEL/POSS ITEM PROHIB AT CO/PRIV JAIL/CORR CNTR,MISHLT,55,221111,DELIVERY OR POSSESSION OF ITEM AT A COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER WHICH PRISONER IS PROHIBITED FROM RECEIVING,M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-004Y201755,M,A,DEL/POSS ITEM CNTY/PVT JAIL,MISHLT,55,221111,DELIVERY OR POSSESSION OF ITEM AT A COUNTY/PRIVATE JAIL/CORR CNTR WHICH PRISONER IS PROHIBITED FROM RECEIVING,M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-004Y202055,M,A,DEL/POSS ITEM CNTY/PVT JAIL,MISHLT,55,221111,DELIVERY OR POSSESSION OF ITEM AT A COUNTY/PRIVATE JAIL/CORR CNTR WHICH PRISONER IS PROHIBITED FROM RECEIVING,M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-005N199755,I,N,PROHIB PERS ITEM AT CO/PRIV JAIL/CORR CNTR,MISHLT,55,221111,KNOWINGLY DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT OR CONCEAL IN OR ABOUT COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER PROHIBITED PERSONAL ITEMS,IN,12,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-005N202055,I,,PROHIB PERS ITEM AT CO/PRIV JAIL/CORR CNTR,MISHLT,55,221111,KNOWINGLY DELIVER/ATTEMPT TO DELIVER/POSSESS/DEPOSIT OR CONCEAL IN OR ABOUT COUNTY/PRIVATE JAIL/CORRECTIONAL CENTER PROHIBITED PERSONAL ITEMS,IN,12,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-997Y198655,M,A,PROHIB ITEM IN CORR FAC,MISHLT,55,221111,DELIVER/POSS/DEPOSIT/CONCEAL IN COUNTY CORR FAC/JAIL-ITEM PROHIBIT FROM POSS,,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
221.111-998Y198641,F,D,ALKALOID/LIQ COUNTY JAIL,FELLIQ,41,221111,DELIVER/POSS/DEPOSIT/CONCEAL IN COUNTY CORR FAC/JAIL-ALKALOID/SPIRIT/MALT LIQ,,4,LIQUOR LAWS,FALSE,Liquor Laws,41,
221.111-999Y198635,F,C,DRUGS ILLEGALLY IN JAIL,FELDRG,35,221111,"""DELIVER, POSSESS, DEPOSIT, OR CONCEAL IN A COUNTY JAIL A CONTROLLED SUBSTANCE""",,3,DANGEROUS DRUGS,FALSE,Drugs,35,
221.353-001Y199729,F,D,DAMAGE JAIL/PROPERTY,FELDMG,29,221353,DAMAGE TO JAIL/JAIL PROPERTY,F,4,DAMAGE PROPERTY,FALSE,Property Damage,29,
221.353-001Y201729,F,E,DAMAGE TO JAIL/JAIL PROPERTY,FELDMG,29,221353,DAMAGE TO JAIL/JAIL PROPERTY,F,5,DAMAGE PROPERTY,FALSE,Property Damage,29,
221.353-001Y202029,F,E,DAMAGE TO JAIL/JAIL PROPERTY,FELDMG,29,221353,DAMAGE TO JAIL/JAIL PROPERTY,F,5,DAMAGE PROPERTY,FALSE,Property Damage,29,
221.510-001Y200150,M,A,NO WARR CK-REL PRISONER,MISJUD,50,221510,PURPOSELY FAILING TO PERFORM WARRANT CHECK PRIOR TO RELEASE OF PRISONER,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
221.510-001Y201750,M,A,PURP FL PERF WAR CK PRIOR RELS,MISJUD,50,221510,PURPOSELY FAILING TO PERFORM WARRANT CHECK PRIOR TO RELEASE OF PRISONER,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
221.510-001Y202050,M,A,PURP FL PERF WAR CK PRIOR RELS,MISJUD,50,221510,PURPOSELY FAILING TO PERFORM WARRANT CHECK PRIOR TO RELEASE OF PRISONER,M,7,OBSTRUCT JUSTICE,FALSE,Judicial Offense,50,
226.531-001N200473,M,C,ADULT BUSINESS-SIGN ONE MILE-HWY,MISPUB,73,226531,ADULT CABARET/SEXUALLY-ORIENTED BUSINESS BILLBOARD/EXTERIOR ADVERTISING SIGN ILLEGALLY LOCATED WITHIN ONE MILE OF A STATE HIGHWAY,M,9,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
226.531-001N202073,M,C,ADULT BUSINESS-SIGN ONE MILE-HWY,MISPUB,73,226531,ADULT CABARET/SEXUALLY-ORIENTED BUSINESS BILLBOARD/EXTERIOR ADVERTISING SIGN ILLEGALLY LOCATED WITHIN ONE MILE OF A STATE HIGHWAY,M,9,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
226.670-001N196554,M,U,OPR/ESTAB JUNKYARD W/O LICENSE,MISPUB,54,226670,"OPERATING, ESTABLISHING OR MAINTAINING A JUNKYARD WITHOUT A LICENSE",M,11,MOTOR VEHICLE,FALSE,Motor Vehicle,54,
226.670-001Y201554,M,U,OPR/ESTAB JUNKYARD W/O LICENSE,MISPUB,54,226670,"OPERATING, ESTABLISHING OR MAINTAINING A JUNKYARD WITHOUT A LICENSE",M,11,MOTOR VEHICLE,FALSE,Motor Vehicle,54,
226.720-001N201155,M,A,UNSCREENED JUNKYRD-2ND/SUB OFF,MISHLT,55,226720,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 2ND OR SUBSEQUENT OFFENSE,M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
226.720-001N202055,M,A,UNSCREENED JUNKYRD-2ND/SUB OFF,MISHLT,55,226720,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 2ND OR SUBSEQUENT OFFENSE,M,7,HEALTH AND SAFETY,FALSE,Health Violation,55,
226.720-002N201155,M,C,UNSCREENED JUNKYARD-1ST OFF,MISHLT,55,226720,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 1ST OFFENSE,M,9,HEALTH AND SAFETY,FALSE,Health Violation,55,
226.720-002N202055,M,C,UNSCREENED JUNKYARD-1ST OFF,MISHLT,55,226720,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED- 1ST OFFENSE,M,9,HEALTH AND SAFETY,FALSE,Health Violation,55,
226.720-999N198654,M,U,UNSCREENED JUNK YARD,MISPUB,54,226720,UNSCREENED JUNKYARDS NEAR STATE AND COUNTY ROADS PROHIBITED,M,11,MOTOR VEHICLE,FALSE,Motor Vehicle,54,
229.090-001N193973,M,U,SALES AGENT VIOL CONSTRCTN CNTRC,MISPUB,73,229090,SALES AGENT VIOLATION OR PECUNIARY INTEREST IN CONSTRUCTION CONTRACT,M,11,PUBLIC ORDER CRIMES,FALSE,Assorted Other,73,
